Title,Abstract,SDG_Labels,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
Geostatistical Exploratory Analysis on Child Malnutrition and its Determinants in India,"Child malnutrition is often the most common factor that causes child mortality rate. In the study of child malnutrition, there is limited evidence on spatial analysis to identify spatial trends and hotspots of indicators and contextual factors contributing to geographical inequalities in child malnutrition. This study aims to investigate the spatial distribution and heterogeneity of Malnutrition across districts and states of India and examine the influence of determinants on wasting, stunting, and underweight children under five-year-of age. The spatial variation in Malnutrition and the influencing determinants were determined across India at district levels using the National Family Health Survey 3 and 4 (2006–16) data. Results show that out of the 640 districts in India, a very high prevalence of stunting, wasting, and underweight occurs in 236, 472, and 370 districts, respectively. The spatial error regression model showed that maternal health, such as low mother BMI, anemia during pregnancy, absence of antenatal care, early marriage and pregnancy, and lack of improved sanitation facilities in the household, were the most significant factors influencing Malnutrition in India. Furthermore, the Bivariate LISA analysis revealed that malnutrition prevalence was higher in the geographical pockets where maternal care is low and mainly clustered in the country's western, central, and eastern districts. The influencing factors in every malnutrition indicator vary in different districts. A notable observation was that the factors influencing a larger spatial scale (state level) might not necessarily be the attributing factors to the prevalence and occurrence of Malnutrition at a smaller spatial scale (district level). The geocoded data is more detailed using household level was used to show the chronic areas of Malnutrition and develop a strategy/policy to reduce Malnutrition efficiently.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Geothermal Energy and Its Potential for Critical Metal Extraction—A Review,"In an era of accelerating energy transition and growing demand for critical metals essential for clean technologies, the innovative integration of geothermal energy with critical metal extraction stands as a paradigm shift in sustainable resource utilization. This comprehensive review unravels the synergistic potential of coupling geothermal energy systems with critical metal extraction, thereby transforming a dual crisis of energy and resource scarcity into an opportunity for circular economy. Through rigorous analysis of existing geothermal technologies, and extraction methodologies, the study establishes a coherent framework that merges energy production with environmental stewardship. It scrutinizes current extraction techniques, and evaluates their compatibility with geothermal brine characteristics, proposing optimized pathways for maximum yield. Through detailed case studies and empirical data, the paper elucidates the economic and environmental advantages of this multifaceted approach, from reduced carbon footprint to enhanced energy efficiency and resource recovery. It concludes that combined heat and mineral production technology can open new, unexplored resources, increasing the supply of previously untapped resources, while the potential of geothermal energy for sustainable mineral extraction and energy production is in line with Sustainable Development Goal 7, which aims to ensure access to affordable, reliable, sustainable and modern energy for all.",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Getting It Right for Every Child: A National Policy Framework to Promote Children's Well-being in Scotland, United Kingdom","Policy Points: Getting It Right for Every Child (GIRFEC), a landmark policy framework for improving children's well-being in Scotland, United Kingdom, is a practice initiative signifying a distinct way of thinking, an agenda for change, and the future direction of child welfare policy. GIRFEC represents a unique case study of national transformative change within the contexts of children's well-being and universal services and is of relevance to other jurisdictions. Implementation is under way, with an understanding of well-being and the requirement for information sharing enshrined in law. Yet there is scope for interpretation within the legislation and associated guidance. Inherent tensions around intrusion, data gathering, professional roles, and balancing well-being against child protection threaten the effectiveness of the policy if not resolved. Context Despite persistent health inequalities and intergenerational deprivation, the Scottish government aspires for Scotland to be the best country for children to grow up in. Getting It Right for Every Child (GIRFEC) is a landmark children's policy framework to improve children's well-being via early intervention, universal service provision, and multiagency coordination across organizational boundaries. Placing the child and family ""at the center,"" this approach marks a shift from welfare to well-being, yet there is still a general lack of consensus over how well-being is defined and measured. As an umbrella policy framework with broad reach, GIRFEC represents the current and future direction of children's/family policy in Scotland, yet large-scale practice change is required for successful implementation. Methods This article explores the origins and emergence of GIRFEC and presents a critical analysis of its incremental design, development, and implementation. Findings There is considerable scope for interpretation within the GIRFEC legislation and guidance, most notably around assessment of well-being and the role and remit of those charged with implementation. Tensions have arisen around issues such as professional roles; intrusion, data sharing, and confidentiality; and the balance between supporting well-being and protecting children. Despite the policy's intentions for integration, the service landscape for children and families still remains relatively fragmented. Conclusions Although the policy has groundbreaking potential, inherent tensions must be resolved and the processes of change carefully managed in order for GIRFEC to be effective. It remains to be seen whether GIRFEC can fulfil the Scottish government's aspirations to reduce inequalities and improve lifelong outcomes for Scotland's children and young people. In terms of both a national children's well-being framework within a universal public service context and a distinct style of policymaking and implementation, the Scottish experience represents a unique case study of whole-country, transformational change and is of relevance to other jurisdictions.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Getting back the missing men of Aotearoa: Declining gender inequality in NZ life expectancy,"Introduction: Men's health is of increasing concern to policy makers worldwide. Although women generally live significantly longer than men, the difference in life expectancy in many countries is now narrowing. Aim: To document the trend in sex differences in New Zealand (NZ) life expectancy at birth (LEB) over the last decades and to determine disease patterns which account for it. Methods: Decomposition of sex differences in LEB by age and cause for the periods 1980-82, 1985-87, 1990-92,1995-97, 2000-02, and 2005-06, using registered deaths and model life tables. Results: Sex differences in LEB increased from 1951 to peak in 1976 before narrowing again. In 2006 they reached almost exactly the level they were at 55 years earlier. Changes in relative mortality from ischaemic heart disease (IHD) and to a lesser extent accidents, respiratory disease and other circulatory causes, brought about the recent decline in gender survival disparities. IHD continues to be a significant cause of gender inequality, but cancers have now become a major component of the sex difference in LEB. Discussion: NZ's experience mirrors closely that of other developed countries in pattern, timing and the age-cause composition of the trend in gender survival disparities. Thus differences in the timing of taking up smoking, found to explain a substantial portion of the trend elsewhere, were probably also important in NZ, but improvements in medical outcomes for smokers also must have played a significant role. Primary care practitioners will continue to reduce gender survival disparities by working to ensure a high uptake of services such as screening for colorectal cancer, one of many diseases responsible for lower male life expectancy.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ghana: Globalization and development outcomes,"In the last several years, the issue of globalization and its effects on developing countries has become the focus of much research because of the growing concern about its impact on growth, income distribution and poverty. International trade theory suggests that increased openness to trade and foreign direct investment (FDI), through their effect on economic growth, should make income distribution more equal and reduce poverty in developing countries. This is based on the Heckscher-Ohlin-Stolper-Samuelson model, which in its simplest form postulates that less developed countries will tend to export labour-intensive and/or low-skill intensive products and import skill-intensive products from developed countries. This means that trade will increase the real returns of the abundant low-skill labour factor and at the same time reduce the return to the relatively scarce highskill labour; thereby reducing income inequality in developing countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Giant thigh lipomas: from a case report to a guide for the surgical approach,"The issue of international migration and health has received increased attention since its rise due to empirical studies on the immigrant paradox. Less examined has been research focused on countries in the Global South with growing immigrant population share and contentious debates on implications. Using data from the longitudinal National Income Dynamics Study (NIDS) (2008–2017) and panel logistic regression this study focused on evaluating whether reported physical health, mental health, and life satisfaction are all associated with immigrant status in South Africa. Accounting for several sociodemographic factors, results emanating from analysis showed no significant evidence of association between overall immigration status and self-reported health or life satisfaction. This however did not apply to depression as immigrants were found to be significantly less likely to report depressive level scores. Interestingly, preference to migrate was also found to be significantly associated with depression, and life satisfaction. Further evaluation amongst racial groups showed that African immigrants are also significantly more likely to report better health than non-immigrant counterparts. This study argues for the need of contextualisation of the immigrant paradox as evidence thereof varies dependent on specific outcomes and communities. The importance of other associated social determinants of wellbeing is also highlighted since gender, race, age, class, education, relationship status, location, and behavioural factors were found to be significantly associated with wellbeing. Policies should thus be aimed at reducing structural inequalities in broad whilst also introducing social programmes that reduce behavioural or lifestyle activities that have negative implications on wellbeing.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Girls in STEM: Addressing SDG 4 in Context,"Raising girls’ aspirations for STEM careers is one way to address Sustainability Development Goal 4 (SDG4)—quality education—which seeks to ensure inclusive and equitable quality education and promote lifelong learning opportunities for all. Various strategies have been suggested in STEM education research literature to achieve this. One such initiative begins with exposing girls to STEM industries during their formative school years. While a range of industry-school partnerships exist, examples of successful models that might inform practice are scarce. This article describes an investigation into how industry professionals, university educators, teachers, and students success-fully implemented a STEM education experience (Girls as Leaders in STEM (GALS)). Formative and summative evaluation processes were used to generate data through a co-design research approach to describe and measure changes in student practices, attitudes, and engagement in relation to STEM and leadership as a result of connecting to industry problems. This research focused on the analysis of teacher and student interview data generated upon the completion of the program, which provided feedback on the different aspects of the process and, in particular, the role of industry in relation to the girls’ attitudes. This research highlights the benefits of industry involvement with girls in terms of their engagement with STEM, the authenticity of STEM learning, and the novelty of the learning experience. These benefits are discussed with respect to how they can raise girls’ STEM aspirations and ensure equitable educational opportunities—aligning with SDG4.",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Give Up Flights? Psychological Predictors of Intentions and Policy Support to Reduce Air Travel,"Concerted, timely action for mitigating climate change is of uttermost importance to keep global warming as close to 1.5°C as possible. Air traffic already plays a strong role in driving climate change and is projected to grow—with only limited technical potential for decarbonizing this means of transport. Therefore, it is desirable to minimize the expansion of air traffic or even facilitate a reduction in affluent countries. Effective policies and behavioral change, especially among frequent flyers, can help to lower greenhouse gas emissions. For both, a positive evaluation and public support is indispensable. This study contributes to understanding air travel behavior and the perception of regulative policies. We examined the role of attitudes, perceived behavioral control, efficacy, global identity, and justice concerns for intentions to avoid flights and aviation-related environmental policy support. We conducted an online survey study with a quota sample of N = 2,530 participants in Germany. The strongest positive predictors of intentions to refrain from flying and policy support were perceived behavioral control to travel without flying, efficacy beliefs that avoiding air travel contributes to climate change mitigation, and intergenerational justice concerns; pro-travel attitude was a negative predictor. Moreover, we tested whether the provision of additional information on climate impact, global and intranational inequalities as well as subsidies (implying intranational inequality) affected the intention to avoid air travel and policy support. We found no effects of the different types of information. Nor did we find an interaction between the type of information provided and global or national identity. Our results highlight the need for a shift within the mobility sector that facilitates attractive and accessible transport alternatives in order to strengthen people’s behavioral control to choose other means than planes and their efficacy perceptions. Moreover, raising awareness of the impacts of climate change on future generations and developing strategies to promote people’s concern for intergenerational justice might motivate people to reduce air travel and thereby contribute to a livable future for new generations.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Giving the people what they want?: Age, class, and distribution in the united states","Democratic societies are rife with inequalities. Some of these inequalities are so deep, persistent, or consequential that they provoke disbelief and outrage. How could any nation with some semblance of political equality allow key resources to be distributed so unevenly among its members? Surely, most people would not accept such inequalities, so the answer must lie elsewhere, such as the design of institutions or the disproportionate power of interest groups. Of course, inequalities that provoke outrage in one person may seem unremarkable, perhaps even legitimate, to another person. Powerful minorities may not have to ""rig the game"" in order to win more benefi ts, lower taxes, or less regulation from democratic governments. Th e majority may, at times, agree with such policies. In chapters 6 and 7 of this volume, we saw how religious and moral values could diminish the public's appetite for economic redistribution. Th is chapter off ers additional evidence that self-interest, narrowly construed, does not determine the level of public support for social policies. In particular, I will analyze the relationship between public opinion and the distribution of government benefi ts across age and income lines in the United States. It is easy to see why distributive confl icts in the United States could arise among diff erent age groups. Th e United States devotes a heft y share of public spending to the elderly through Social Security, Medicare, and Medicaid. Th e national government spends almost twice as much on these three programs as on all of national defense (U.S. Census Bureau 2006). Accounting for a wider range of programs, the U.S. Congressional Budget Offi ce (2000) has calculated that the national government spends four times as much on senior citizens as on children - even though there are twice as many children in the country as senior citizens. Th e nonpartisan Urban Institute, using a somewhat diff erent method, puts the spending gap closer to three-to-one. Either way, the disparity is large and growing; in 1960, by contrast, the national government spent almost as much on children as on the elderly (Carasso, Steuerle, and Reynolds 2007). Th e tilt in favor of senior citizens is more pronounced than in other affl uent democracies. Lynch (2001) has estimated that the ratio of elderly to nonelderly social spending is two to three times larger in the United States than in the average European nation.1 Distributive confl icts across income lines should likewise be pronounced. Income inequality is higher in the United States than in Europe or Canada. Among the countries tracked by the Luxembourg Income Study, only Mexico and Russia have more inequality than the United States.2 By any number of indicators, inequality has grown in recent years. In 1975, the lowest quintile of U.S. households had 4.3 percent of national income, while the top quintile had 43.6 percent. By 2005, those shares were 3.4 and 50.4 percent, respectively. Th e Gini index of income inequality, whose values range from 0 to 1, increased from 0.40 to 0.47 during this same period. At the start of the twenty-fi rst century, affl uent Americans controlled a larger share of national income than they had in decades (DeNavas-Walt, Proctor, and Mills 2006). Both of these developments have elicited much concern at the elite level. One reason is that neither appears likely to diminish anytime soon. Spending on older Americans is projected to grow substantially as the baby-boom generation ages. Th e recent expansion of Medicare to cover prescription drugs will make the trend more pronounced. Th e Bush tax cuts of 2001 - 2003, which were skewed so heavily toward the affl uent, are expected to aggravate inequality for years to come. A more fundamental reason is that both trends strike observers as unfair and unsustainable. Admittedly, these are not usually the same observers; moderates and conservatives are more concerned about the age bias in spending, while liberals worry more about inequality. What unites them is a sense that some fundamental piece of the social fabric is being torn apart. Th e message from both camps is unambiguous, oft en passionate. Lawrence Kotlikoff, an economist best known for his work on ""generational accounting, "" has argued that the ""intergenerational transfer represented by Social Security and Medicare 'has now gone way beyond what could be rationalized as an antipoverty program. What we are dealing with now is the expropriation of billions of dollars every year from young workers to fi nance the ever-rising consumption by greedy geezers' "" (quoted in Pearlstein 1996). Pete Peterson, former Commerce Secretary under Richard Nixon and now president of the fi scally conservative Concord Coalition, has been openly critical of politicians' unwillingness to rein in the cost of Medicare and Social Security. ""With faith-driven catechisms that are largely impervious to analysis or evidence, and that seem removed from any kind of serious political morality, both political parties have formed an unholy alliance - An undeclared war on the future. An undeclared war, that is, on our children"" (Peterson 2004: xxvii). ""Shame on us, "" writes syndicated columnist Robert Samuelson, addressing the baby-boom generation. ""We are trying to rob our children and grandchildren, putting the country's future at risk. . . . On one of the great issues of our time, the social and economic costs of our retirement, we have adopted a policy of selfi sh silence"" (Samuelson 2007). As chairman of the Federal Reserve Board, Alan Greenspan testifi ed before Congress that continued growth of Social Security, Medicare, and Medicaid threatened the living standards of future generations.3 Book titles such as Th e Coming Generational Storm, Generations Apart: Xers vs. Boomers vs. the Elderly, and Young v. Old: Generational Combat in the 21st Century convey a clear sense of confl icting priorities between young and old (Kotlikoff and Burns 2004; MacManus 1996; Th au and Hefl in 1997). Prominent liberals are less troubled by these trends. Th ey believe that most proposals to cut or privatize Social Security, for example, are unnecessarily drastic. Modest changes to benefi ts and eligibility will suffi ce.4 Moreover, if public spending currently tilts too far in favor of the elderly, their answer is not to spend less on older Americans. Th e right way to achieve a better balance is by spending more on individuals and families during their working years (Borosage and Hickey 2001; Greenstein and Skocpol 1997; Skocpol 2000). Th e more pressing problem for liberals is inequality. While incomes have stagnated for millions of Americans, the rich have grown decidedly richer. Th e economic tides have been ""lift ing the yachts [and] swamping the rowboats"" (Burtless and Smeeding 1995). Th e U.S. economy increasingly operates on winner-take-all principles (Frank and Cook 1995). Growing inequality threatens the social compact in which prosperity is shared by all (Sanger 1997); it is part of the ""great unraveling"" of American society (Krugman 2004). Prominent liberals increasingly refer to conservative fi scal policies as weapons of ""class warfare"" against less affl uent citizens (Emanuel 2004; Greenstein quoted in Francis 2003; Kuttner 2004). Th ey note that inequality is not simply the price Americans have to pay for a vibrant economy. Other nations' economies generate considerable inequalities, which are then tempered by government taxes and transfers. Public policies in the United States do less to reduce inequality than public policies elsewhere (Hacker et al. 2004; Kenworthy 1999; Kenworthy and Pontusson 2005).5 Analysts have off ered numerous reasons for greater spending on the elderly and growing inequality, some of them demographic and some economic. Th ose reasons are beyond the scope of this chapter. Th e central question here concerns the politics of distribution. Th e prevailing political explanation is that senior citizens and the affl uent have much greater infl uence on policymaking than their numbers would suggest. Th e elderly are more likely to vote and contribute to campaigns than the nonelderly. Individuals who receive Social Security and Medicare are more likely to vote, contribute, express interest in politics, and contact public offi cials than recipients of means-tested social programs, most of whom are not elderly. © 2010 by NYU Press. All rights reserved.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global COVID-19 vaccine inequality: An overview of critical factors and possible solutions,"The effectiveness of the vaccines, as well as global distribution and intervention strategies in order to deal with vaccine hesitancy, remain a challenge in both developing and developed countries. Even though several COVID-19 vaccines are used globally in population-wide vaccination campaigns, it has been difficult to achieve population-wide immunity. This paper examines select factors within and between nations that have hampered the ability to achieve this level of immunity, including inequalities in production and distribution among low-, middle-and high-income countries and suggests some possible solutions or policies to address global vaccine hesitancy and the unequal distribution of COVID-19 vaccines. The allocation of COVID-19 vaccines should be based on ethical principles to ensure fair and timely administration. Better health education and communication, as well as planning and equitable vaccine allocation strategies, should be carried out by public health policymakers and stakeholders. A globally coordinated strategy that tackles vaccine inequity may reduce hospitalization and death rates, promote vaccine-induced population-wide immunity, and curb the spread of SARS-CoV-2 before the onset of new SARS-CoV-2 strains that might render ongoing mass vaccination campaigns ineffective.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global Empowerment of Women and Girls with Disabilities: Breaking Barriers and Building Resilience,"Women and girls with any kind of disability are being doubly marginalised based on their exceptionality and gender. Furthermore, their vulnerability has been exacerbated by the fact that they are not visible to proponents for the rights of the women as well as the disability rights. They are more prone to violence, abuse, poverty, and exclusion from society. The economic, social as well as political opportunities available to them are limited. Girls and women with disability not only experience discrimination in family life but also in education and the workplace. It is crucial to establish an inclusive atmosphere that is supportive of women and girls who have any disability to ensure that they have equitable opportunities to engage in all spheres of life. Sustainable Development Goals (SDGs), in general, and Goal 5, in particular, emphasise to “ensure inclusive and equitable quality education and promote lifelong learning opportunities for all.” Highlighting the current scenario of females with disabilities, the chapter discusses interventions and strategies for empowering women and girls with disabilities through legal framework and human rights both at the national and international levels. Some inspirational life stories of women with different abilities are also shared for making a difference in their own lives and in turn the lives of others.",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Health Diplomacy to Combat Communicable Diseases and to Promote Universal Health Coverage in Achieving the Sustainable Development Goal 3,"The aspiration of the Goal 3 of the Sustainable Development Goals (SDGs) to “ensure healthy lives and promote well-being for all at all ages” is derived from both the “right to health”Right to health norm in the field of international human rights and the “health for all (HFA)” goal in the field of international development. The principle of “Leave no one behind” in achieving the SDGs is logically endorsed both by the right to healthRight to health and the HFA. First, communicable diseases have become perceived as a threat to “human security”Human security in global health, and Japan started to use the concept in global health diplomacyGlobal health diplomacy to elevate the level of dialogues. Nevertheless, Ebola Virus DiseaseEbola Virus Diseaseand COVID-19COVID-19, not anticipated when the SDGs were adopted, now urge us to re-visit the needs to reform global health governance. Second, to promote universal health coverage (UHC)Universal Health Coverage (UHC), international partnership has been strengthened. In 2019, at the G20 Summit, Japan played an important role in promoting the UHCUniversal Health Coverage (UHC) among the twenty members. This led to an expanded international commitment made at UN High-Level Meeting on UHC in the same year. It shows that global health has become an important agenda for diplomacy.",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Health and Public Policy Imperatives in the Post-pandemic Times: A Study on the Pharmaceutical Industry from the Global South and Global North,"The pandemic responses fueled calls to develop newer instruments to bridge health inequities and collaborative responses in the post-pandemic world. Health inequities and disparities compromised the United Nations’ Sustainable Development Goal-3 (SDG-3) which seeks to “ensure healthy lives and promote well-being for all at all ages”. There are more than 650.34 million COVID-19 cases reported and 6.65 million human lives lost due to the COVID-19 virus worldwide as on 16 December 2022. The social and economic fallout out of COVID-19 pandemic affected the public health infrastructure and health systems and made the situation even bleaker. The limitations of the Governments are also well felt in every country in the World during COVID-19 Crisis. The paper provides an overview of factors that would identify and implement effective social and public health strategies, as a public policy measures to integrating the social and public health in a cohesive way. This will further provide a critical understanding of doing policy driven business integrating social and global health in an emerging economy like India. The research findings may further strengthen the Global Health Architecture in the Global South toward partnership, collaborations, and dialogues among multiple stakeholders in the Global North in the post-pandemic times delivering values and better health to support and inform deliberations on health equity, and better health access.",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global Health and the Surgeon 2013 Runner-Up Abstract - Cost of Surgery, Implications, and Health Systems in Developing Countries","Background: It is difficult to measure accurately the out-of-pocket surgical health expenditures in developing countries. The World Health Organization reports that 45% of health costs in the developing world are out-of-pocket expenditures.1 Many households often incur catastrophic costs, pushing them below the poverty line.2-8. Methods: Ovid MEDLINE literature search on out-of-pocket surgical expenditures, public health, and health systems. Results: Various studies have shown that surgical services can sizably reduce premature death or disability in developing countries.9,10 A common misconception is that they are expensive; however, studies show that they are cost-effective public health measures,10 and that surgical conditions are significant public health problems.9,11 In fact, some studies suggest that select surgical interventions may be more cost-effective compared to other health interventions.12-14 There are glaring inequalities and inequities in access to surgical services in developing countries, particularly in rural and/or marginalized populations.9,15-17 Due to a lack of perceived importance and political advocacy, there is a lack of coverage by health systems which frequently push households below the poverty line due to catastrophic health expenditures. This has wide ranging physical, psychological, financial, and social implications to individuals and households. Surgery could also be the crucial determining factor in the achievement of Millennium Development Goals (MDGs) 4-6.18. Conclusions: Surgical interventions are often a neglected public/global health topic as they are, often incorrectly, deemed as high-cost. Health systems strengthening to increase provision and access to surgical interventions are vital to save lives, prevent disability, provide a social safety net, and aid in the achievement of the MDGs. © 2013 Surgical Associates Ltd.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global Human Identification and Citizenship: A Review of Psychological Studies,"We review psychological research on global human identification and citizenship, Thomas Paine’s belief that “The world is my country, and all mankind are my brethren.” In turn, we review the theoretical foundations that guided our work, research with measures that preceded our own, and our own work with our correlated scales. We review its foundations, its effects upon attitudes and behaviors, and how it might be enlarged. Global human identification and citizenship is related negatively to ethnocentrism, authoritarianism, the social dominance orientation, and self-centeredness, but positively to dispositional empathy and the values of universalism, care, and justice. It is expressed in attitudes and behaviors that support human rights and work to reduce global suffering and inequalities. It is associated with greater global knowledge and with efforts to acquire that knowledge. Childrearing that emphasizes cross-cultural exposure and awareness of others’ suffering may promote global human identification and citizenship, as does education that encourages global mindedness. Environments that support global human identification also induce it, as does envisioning it as a moral ideal.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global Income Inequality in Numbers: In History and Now,"This article presents an overview of calculations of global inequality, recently and over the long term, and outlines the main controversies and political and philosophical implications of the findings. It focuses in particular on the winners and losers of the most recent episode of globalization, from 1988 to 2008. It suggests that the period has witnessed the first decline in inequality between world citizens since the Industrial Revolution. However, the decline can be sustained only if countries' mean incomes continue to converge (as they have been doing during the past ten years) and if internal (within-country) inequalities, which are already high, are kept in check. Mean-income convergence would also reduce the huge 'citizenship premium' that is enjoyed today by the citizens of rich countries. © 2013 University of Durham and John Wiley & Sons, Ltd.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Global Inequalities, Pluralism and Tolerance","This chapter connects with the debate on social, economic and political inequalities of the world today, which have intensified to a large degree by the processes of globalization and are currently perceived as a problem requiring analysis on many levels. In many societies, these inequalities constitute a major factor in the exclusion of individuals and groups on the grounds of their low economic or social status. The Author provides a comparative analysis of the contemporary liberal theories of social justice and argues that the excessive forms of inequality have to be resolved mainly by use of political means. Perhaps the Rawlsian principle of distributive justice cannot be imposed on all countries in the world, but, as Sen points out, other solutions need to be sought on the basis of democratic rules in which governments are controlled by citizens. Although liberal political philosophy has always emphasized the value of political and economic freedom, as well as tolerance for various cultures and nationalities, in the theories of social justice of Sen and Nussbaum freedom means the opportunity for individuals to develop their capabilities. These liberal theories express a normative message to democratic governments that should reduce and alleviate social and economic inequalities. In their light, it transpires that it is not possible to solve the problem of these different forms of inequalities without changing the current approach to the idea of economic development and human progress, as it requires treating individuals as active persons rather than being subjected to the political and economic processes that are taking place above them. The Author concludes that this also requires international cooperation based on the idea of transnational justice promoting a more equitable and sustainable economic model. Contemporary liberal democracies still seem to offer the appropriate framework to perform actions which are necessary condition of both social progress and world peace.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Global Inequality, Rising Powers, and Labour Standards","The paper analyses growing inequality in the rising powers, concentrating on the situation in China and India. It describes the various processes that are currently underway to reduce inequality in these economies. These processes include a combination of tightening the labour market, as best seen in China, increasing rural productivity and implementing government measures to boost basic rural incomes in all such countries. Reductions in inequality in the emerging economies have a global macro-economic effect of increasing consumption, thus counteracting the current global slowdown. They also have the benefit of creating more space at the bottom for poorer economies to take up more of the world's low-skill production, as the emerging economies themselves move up to higher skill production and exports. This sequential upgrading is being driven by the growth of emerging economy markets and by wage increases in these economies. © 2013 Oxford Department of International Development.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Global Inequality: Relatively Lower, Absolutely Higher","This paper measures trends in global interpersonal inequality during 1975–2010 using data from the most recent version of the World Income Inequality Database (WIID). The picture that emerges using ‘absolute,’ and even ‘centrist’ measures of inequality, is very different from the results obtained using standard ‘relative’ inequality measures such as the Gini coefficient or Coefficient of Variation. Relative global inequality has declined substantially over the decades. In contrast, ‘absolute’ inequality, as captured by the Standard Deviation and Absolute Gini, has increased considerably and unabated. Like these ‘absolute’ measures, our ‘centrist’ inequality indicators, the Krtscha measure and an intermediate Gini, also register a pronounced increase in global inequality, albeit, in the case of the latter, with a decline during 2005 to 2010. A critical question posed by our findings is whether increased levels of inequality according to absolute and centrist measures are inevitable at today's per capita income levels. Our analysis suggests that it is not possible for absolute inequality to return to 1975 levels without further convergence in mean incomes among countries. Inequality, as captured by centrist measures such as the Krtscha, could return to 1975 levels, at today's domestic and global per capita income levels, but this would require quite dramatic structural reforms to reduce domestic inequality levels in most countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global Production and Domestic Divides,"In this chapter we aim to study globalization and divides from different disciplines through the flows of commodity, money, and human. First, we demonstrate that economic globalization can simultaneously reduce international economic inequality by fostering successful economic growth in developing countries, and worsen domestic economic inequality, e.g., by increasing relative poverty levels in developed countries. Next, we outline a network analysis of global interdependence as mediated by flows of commodities, money, people, and knowledge. It is vital to acquire different perspectives on globalization and clarify its effects on isolated communities. With these empirical facts to hand, and taking theoretical considerations into account, we simulate how economic globalization reduces international economic inequality in developing countries and at the same time worsen domestic economic inequality in several developed countries by introducing a toy model adapted from condensed matter physics. Finally, we emphasize that data and network science offer a practical methodology for opening up new horizons in interdisciplinary academic research. Such a research methodology is characterized by “understanding the macro world using microscopic data, which is being developed around the world” and aims to provide a new measure of value.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Global Production, Status, and Utilization Pattern of Pearl Millet","Pearl millet [Pennisetum glaucum (L.) R. Br.] is a major cereal and staple food in the developing world, especially in the arid and semi-arid regions of Asia and Africa. It is cultivated on >30millionha in the arid and semi-arid tropical regions of Asia and Africa, contributing 40.51% of the global millet production, with 60% of the cultivation area in Africa and 35% in Asia. It is primarily cultivated for grain production, but its stover is also valued as dry fodder. It is resilient to climate change due to its inherent adaptability to drought and high temperatures and is well adapted to marginal lands with low productivity. In addition, it has several nutritional properties and is rightly termed as nutricereal. It has high levels of energy, dietary fiber, and proteins with a balanced amino acid profile, many essential minerals, some vitamins, and antioxidants, which help in combating several diseases. Due to its excellent properties, it can play a vital role in overcoming malnutrition to ensure food and nutritional security. The different efforts being taken up to enhance its production and consumption on a global scale will be highly useful in the present scenario to overcome the challenges of the growing population. Thus, pearl millet, with its hardiness and good prospects of genetic enhancement, has the potential of contributing to sustainable food and nutritional security of farmers in the arid and semi-arid tropics and other parts of the world with similar agroecologies.",12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
