text,labels
Likely that different Parties will develop national and sub-national institutions. One option is that the current institutional arrangements shall support Patties in implementing adaptation. Another is that new international institutional arrangements such as a subsidiary body for adaptation or adaptation registry should be developed.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For example, following the Sichuan earthquake in China in 2008, the depletion of funds for school buildings reportedly led to compromised design standards and regulatory codes (Pei, 2007; Lewis, 2011). While many older buildings survived the earthquake relatively unscathed, over 7,000 more recently built classrooms collapsed, resulting in high mortality; one local school reported the death of 900 children in the earthquake (Lewis, 2011). For example, Japan and Eritrea or Grenada and Haiti are pairs of countries with similar relative levels of disaster risk (AAL as a proportion of exposed assets).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 2014, an amendment Act came into effect that banned the use of animal testing in clinical trials, effectively bringing the industry and product development to a standstill. Retail regulations due to come into force in November 2015 would allow for the licensing of the sale, both wholesale and retail, of psychoactive substances, and the licensing of retail premises. As of 1 June 2015, approximately 37 local authorities had adopted local approved product policies, which provided directions about where psychoactive products may be sold in a particular area. Cannabis is the most trafficked and widely abused drug throughout Oceania. The Australian Crime Commission has reported that, despite illicit domestic cultivation, the quantity of cannabis seized at the border in the 2013/14 reporting period was the highest in the past decade.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The majority of the countries have national energy plans, policies and programmes in place to meet these challenges. Development partner support is crucial for many countries in achieving their energy targets. While it may be too early to measure the success of these activities, the targets set are very ambitious and will need continued efforts into the future. The largest proportion of energy consumption occurs in Viti Levu, where the majority of the people, a large part of the tourist industry, and Suva, the capital city, can be found.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Both Embrapa and Oepas implement R&D projects considered most relevant. The federal role in rural extension is more focused on family agriculture and led by the Ministry of Agrarian Development (MDA). In the case of public organisations these systems are closely linked to federal and state ministries or secretaries.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Each donor tends to undertake its own identification missions, negotiate the terms of the projects to be sponsored, impose its own accounting methods, define its own conditions, and conduct its own monitoring and evaluation. This not only increases the direct cost of providing aid but also tends to affect the institutional capacity of recipient countries, which complicates the pursuit of coherent, long-term development policies by Governments. Aid fragmentation has also rendered the flow of resources less predictable and more volatile, thereby making the management of budgetary processes highly dependent on aid flows all the more challenging.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Other possible impacts of climate change on aquaculture include changes in feed composition and supply as well as changes in the type, scope and extent disease outbreaks in fish farms. For both sectors, relocation of aquaculture production sites, wild harvest landing sites (e.g. ports), and fish processing facilities may be required due to extreme weather events, changing stock distribution and location relative to markets. While there will continue to be a great deal of uncertainty associated with the interactions between climate change and fisheries and aquaculture over the next several years, fisheries policy makers should now turn their attention to the development and implementation of climate change adaptation strategies.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"During the same period, self-assessed health has worsened, while it has improved in the OECD as a whole. An increase in reported health by 1 unit (for instance, moving from good health to very good health) would increase overall life satisfaction by roughly 5% on average in Finland. Other important determinants are being employed and having freedom of choice in everyday activities.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In that context, input-indicators are less suited: how far a child lives from school may be used as a proxy for access to education; however, it says nothing about whether the child is attending school and learning effectively; even children living far from school may be attending and learning depending on the conditions of (public) transport and the quality of the school. It is equally not trivial because the choice of the deprivation indicators determines what types of analyses on determinants of deprivation are possible in the later stages of the research. Some indicators may be binary variables (e.g., at school or not), so the distinction between the deprived and the non-deprived is obvious; other variables, however, are continuous, cardinal or ordinal: in these cases a decision on a cut-off point between those deprived and those non-deprived is needed. There is an ongoing debate on how to aggregate the various components of deprivation into an overall deprivation measure that identifies the (multiply) deprived.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Those rural areas, which averaged more than 51 inhabitants per kmJ, accounted for 58% of the total rural population. Settlement dynamics in West Africa (cont.) Rural areas that are well connected to urban markets have more diversified local economies, with a higher share of off-farm employment and income from non-agricultural activities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Paris Agreement provides that Parties “should” as appropriate submit and update an adaptation communication, which may include priorities, implementation and support needs, plans and actions regarding adaptation action (Article 7.10). One way of doing this would be for the enhanced transparency framework to build on the UNFCCC’s current transparency arrangements, including national communications, e.g. to allow adaptation communications to form part of current reporting documents such as national communications. How those arrangements would relate to an adaptation communication and an enhanced transparency framework for adaptation will be further discussed in Section 3.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Hence, before accounting for redistribution, “middle-class” households in these countries participated only very partially in overall economic growth, as real GDP per capita during this period roughly doubled on average. Real-term income gains were more sizable in Israel, Netherlands, Norway, Sweden and, especially, in the United Kingdom. Median market incomes fluctuated without a clear trend in Australia and Poland and essentially stagnated over the period as a whole. The initial period used for these comparisons, which is dictated by data availability, clearly matters.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Given a projected GDP per-capita growth of a factor of 5.7 between 2007 and 2050 in India, one would expect the growth of residential electricity demand per capita to rise by a similar amount, to over 800 kWh/cap per year in 2050. The demand would be at a similar level to the current level of Malaysia, but still well below that of Singapore. In combination with an assumed 44% population growth between 2007 and 2050, this would result, excluding any efficiency improvements, in a residential electricity demand of 1311 TWh, some 12 times the demand level of 2006/07. In total, the final electricity demand grows in the BLUE Map Scenario from 567 TWh in 2007 to 3 168 TWh in 2050.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"When two or more versions of a questionnaire or survey instrument exist, the split samples test can be used to determine the optimal version of the two. Researchers can assess the relative benefits of differences at the level of question wording, interviewing technique or question sequence (UNODC and UNECE, 2010). This method incorporates an experimental data collection component into the survey project if researchers are unsure about and wish to test the relative merits of different approaches.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Change in poverty is measured as the change in the logarithm of the odds ratio of being poor (log(h/(1 -h)), and export growth is the log difference in per capita real exports between 1990 and 2007. The fitted regression line has a highly significant coefficient of -0.48 with an R2 of 0.61 which is double the R2 for the overall sample obtained in the section entitled Exports and poverty. Therefore, it will not be surprising to find that the distinction between the successful countries and those lagging behind made above on the basis of poverty trends is also mirrored in relation to export performance of the two groups. To detect causality one needs to investigate the channels through which export growth is linked to changes in poverty by detailed case studies in each individual country.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This raises efficiency considerations as well as funding inadequacies in many areas. Greece lags behind in the implementation of the EU Urban Wastewater Treatment Directive, which required all municipal wastewaters to be treated by 2005. In 2002 only two of the wastewater treatment plants discharging in sensitive areas achieved the treatment efficiency required by the EU Directive, mainly because of capacity and funding gaps. Municipalities often execute budget only considering their own perspective and plan, and this lack of integrated approach and territorially customised water policy affects the efficiency of budget execution.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Their plans seem commercially feasible given the lower cost of satellites and the development of the broadband market. Mobile network operators (MNOs) need scale to compete for 4G licences, invest in mobile network infrastructure and develop services that rival their competitors'. But there may be additional benefits to both BT and EE from synergies in subscriber acquisition costs (SAC) and lower customer churn, as evidence from quadruple play offerings in other European markets shows. On the negative side, however, ""inmarket"" mergers and acquisitions can be expensive and b'me consuming, and success is uncertain. When network coverage becomes less of a competitive differentiator, operators may need to consolidate networks (through network sharing) as a means of moving away from infrastructure investment and toward developing innovative services.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"The waste management industry depends on the consistent implementation and enforcement of strong public health and environmental legislation to create a level playing field for the ‘waste management market'. This question can be answered at many levels: because it is the ‘right’ thing to do; because it is a legal requirement; or because it makes economic sense, as the costs to society of the indiscriminate accumulation, littering, burning and dumping of waste likely exceed the financial costs of environmentally sound waste management. However, in the absence of waste management, or where waste management services are failing, environmental and social negative impacts of waste are much greater, so the focus here is on attempting to estimate the economic costs of inaction, rather than the somewhat lower remaining externalities (economic costs) of environmentally sound waste management. These benefits include avoiding economic costs, the revenues from the sale of recovered products and energy, and also include the wider economic benefits of resource efficiency and waste prevention such as increasing resource and food security and creating green jobs.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"To give full effect of the Bangalore Principles by making reference to International Conventions and Treaties. To embrace the notion of persuasive authority and exercise judicial creativity and judicial activism as they adjudicate on CEFM. To enhance their roles in court by embracing ‘out of the box’ methods outside the Courtroom e.g. through advocacy, mentorship; personal efforts in their immediate communities or social organisations (Churches, Rotary, School Boards etc.)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Policies towards industrial symbiosis (IS) can be an effective means to reduce waste and promote reuse among industries in Metro Cebu especially when applied to Economic Zones. Industrial symbiosis, a value chain approach for eco-innovation, helps create a cyclical manufacturing loop for industries in close geographical proximity to exchange by-products (Gibbs, 2008; Chertow and Park 2016). Industrial symbiosis deems the by-product/waste of one industry as resources/inputs for the other allowing for innovation, cost reductions, increased revenues and above all, additional economic prospects in an environmentally conscientious manner. Symbiotic networks can develop spontaneously or be planned. Kawerau, New Zealand is applying this concept to reduce its carbon footprint by closing the loop between its wood processing centres and its geothermal energy industries (Embracechange, 2014). Similarly, in Landskrona, Sweden, though an organic synergy existed among some operational industries, its full potential was realised in 2003 when the government assisted with an agreement to collaborate and catalyse IS development leading to the establishment of the Landskrona industrial symbiosis programme (Chertow and Park 2016).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"As can be seen, the average number of meals served per year per 1,000 inhabitants varies between 217 and 335 (excluding Finland as an outlier), whereas the number of food bags delivered per 1,000 inhabitants varies between 17 in Sweden and 522 in Finland. Large cities have traditionally a higher share of low income people and social clients than smaller cities and rural areas. Better organisation and clear guidelines from the food authorities nationally will make it more acceptable for the food industry and retail companies to donate food, and realise the big potential for redistribution.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This thematic metric therefore adopted contributions from nature-based tourism to GDP and employment as a proxy. There is no data on forest-based ecotourism available for now, as there are no comprehensive data sets available on the economic importance of tourism and the statistical methodology for measuring sustainable tourism is still currently under development. More detailed data would be needed in order to calculate the direct GDP from forest-based ecotourism as a proportion of total GDP and the associated growth rates.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Annual revenues from water right fees increased from EUR 5 million in 2003 to nearly EUR 17 million in 2007, but decreased to about EUR 10 million in 2009 and in 2010 as the number of new users fell. Abstraction for public water supply has required a water right, but not the payment of a water right fee. However, current reform of the system envisages the introduction of a water right fee for public water supply.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chapter 4 discusses the thematic scope of NUPs, assessing the level of attention given to selected sectorial policy themes related to urbanisation, as an indication to the extent that NUPs adopt a comprehensive view in dealing with the multi-sectorial nature of urbanisation. Chapter 5 focuses on the governance of NUPs, which should entail collaborative and coordinated institutional arrangements between all levels of government, and wide stakeholder engagement. The analysis focuses on the type of institutional authority leading the NUP process, on the extent of stakeholder engagement, and includes a discussion of the role of subnational governments in the NUP process.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Maintenance, leak detection, and engineering studies are currently partly subcontracted. In 1999 SONEDE conducted a study of the potential role of the private sector in supplying safe drinking water (SONEDE, 1999). As part of the study, SONEDE developed a list of activities for which subcontracting could be possible and analysed constraints to the development of contracts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
New laws and policies are currently being developed to increase online security and to strengthen the protection of personal data. National security concerns have also been raised about the misuse of such data and the consequences of the digital transformation on national security. Governments need to apply a whole-of-govemment response to form coherent policies to seize the opportunities and tackle the evolving challenges of the digital transformation.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"But lifelong engagement with science, beyond compulsory schooling, requires more than knowledge and skills; students will make the most of their knowledge, and participate in science-related activities, only if they are also positively disposed towards science. This, of course, is particularly important for students who aspire to become scientists or engineers, or to work in other science-related occupations. Most students expressed a broad interest in science topics and recognised the important role that science plays in their world.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"There are also payments related to placement of nursing staff for Overnight Stay-based Training for Independence Support and placement of health care professionals for disability welfare services and they make it possible for individuals to live in the community while receiving health-related support. Nursing outreach visits and community oriented services in private hospitals and clinics have been established in order to support early discharge. The numbers of psychiatric day care centres, private psychiatric outpatients’ clinics and social rehabilitation facilities have also increased. In addition, the MHLW provides subsidies for “Child mental health care network” projects implemented by prefecture. However, there is a shortage of hub hospitals which specialise in care for children’s mental health, with just 21 hospitals with specialised child and adolescent wards across Japan. “ Hikikomori”, a group identified in Japan generally understood to be reclusive adolescents or young adults who withdraw from social life, often seeking extreme degrees of isolation and confinement, are a particular cause for concern.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The countries with larger proportions of 10-year-olds in their populations are poorer than those with relatively smaller proportions of 10-year-olds. While they share the same chronological age, there is tremendous variation around the world in the ways they live their lives, with significant implications for both their own future and that of the planet. This section examines some of the key components of their lives, focusing in particular on the areas where clear patterns emerge. The situation is particularly acute in countries that have recently experienced significant upheavals such as war or natural disasters.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Therefore, a differentiation of long-term care by dependency level, with a cross-classification by age, is likely to be of significant policy relevance; for instance, if health promotion for the aged is successful, the need for long-term health care services should be delayed until more advanced ages. It may also be important to break down age-related payment strategies so as to link the various layers to public and private payments as well as to the public-private mix in provision (Huber and Rodrigues, 2008). The greater the dependency level, the more comprehensive the set of services included in the package.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"At the same time, wheat producers have received input subsidies, and most recently subsidies to transport exported grain. Part of this support is absorbed by the inefficiencies in the marketing of grain. At present, around 76% of meat and 88% of milk in the country are produced by households, primarily for their own consumption.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The cost of insurance is deductible from the final fruit returns payable to suppliers. The farmers interviewed by OECD also indicated that apart from insuring structures and machinery, they have little incentive to take up other types of policies. In 2006, MAF commissioned a survey of pastoral and cropping fanners looking at their strategies to deal with adverse events (MAF, 2009e). It showed that farmers attach relatively low importance to insurance as an instrument of managing such risks.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It is therefore crucial that public funds share the cost of paid leave for low-skilled workers. Leave mandates may thus be expected to exert a positive influence on female employment rates and to have a stronger impact on women than on men. Such effects may only emerge over time as access to leave is what first encourages women to take short career breaks - these interruptions of employment not being always reported in employment statistics - see below' section on data issues.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Full integration of sustainable development knowledge, skills and values by all learners, while well in progress, has yet to be realized across all levels and types of education. The three priorities for Phase III—ESD school plans, teacher competences and ESD in TVET—are proving to be challenging but necessary leverage points in whole-system change. Recognition that ESD lies at the core of the purpose of education has increased but remains to be fully secured across all member States.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"One of the most interesting extensions is the inclusion of disparity, the “distance” between different options. For instance in a gas-based electricity system, it is one thing to diversify into oil and another one to branch out into nuclear, as the second option could be considered more “diverse”. Capturing disparity adequately, however, is problematic.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"On the other hand, resource and waste processing firms do not internalize in their supply plans the consequences of the reflux of material to the waste pile"" (Pittel et al., Each major actor type has its own decision node in the circular economy where his decision can break the circular flow of the recycling process in figure 6. The producers' decision node contains the choice between virgin and recycled plastics as input to production and then to sell goods to consumers (or industry).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Section 2.3 studies the opportunities for enlarging the economic base, as well as the important role of innovation in the NORA region. New developments, research and the implementation of new techniques can support the future competitiveness and sustainability of traditional natural-resource-based industries. At the same time, in the context of increasing efforts to sustain and diversify regional economies, innovation could help to support the development of emerging or new niches and sectors. However, this will require improving education and training and encouraging entrepreneurship and competition.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Consider the development of a school of environmental research should be created and the awareness on conservation and preservation fostered through increasing links with local communities in the region. An exchange forum should be put in place to, track and monitor different initiatives and their outcomes and identify best practices for publication and policy fine-tuning. Such a forum could organise thematic events, with regular information retrieval and exchange facilitated by a dedicated website.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Similarly, interventions designed to meet multiple aims (e.g. increased forest sequestration, increased biodiversity, improved local livelihoods - which may be achieved by agro-forestry or mixed plantations) may not maximise results for an individual aim (e.g. increased sequestration by forests — which may be achieved by monoculture plantations). Cost-effectiveness (efficiency) is often identified quantitatively: that is, results compared to inputs. On the other hand, value for money can consider additional information, such as the broader development impacts of an intervention or the role the intervention is likely to play in developing or proving a new technology.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In addition, an ECO channel used to broadcast environment-related programmes; however, its content changed recently and it no longer includes such programmes. The total number of cable TV users has increased from 89,689 in 2007 to 458,735 in the third quarter of 2017. At the local level, TV broadcasts are not used to transmit information about public consultations organized as part of EIA for mining, construction or other projects planned in the area, with a view to offering an opportunity for participation and better engaging the nomadic population in decision-making.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The forecast horizons of the individual planning periods always end with the second day, i.e. the optimisation period is reduced by three hours in each planning period. The values of the day-ahead scheduling are taken as starting points for the unit commitment and dispatch. The recourse decisions are determined as up- or down-regulation due to updated wind power and electricity demand forecasts.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"His concerns were spawned by the rapid increase of population and hence demand for bread and corn that accompanied the early stages of the industrial revolution in England. The result would be a steady-state economy, where periodic famines would limit the population at a level that the available land could sustain. It is obvious that his concerns came to nought and that throughout the 19th century England enjoyed higher rates of growth in economic wealth and population than ever before.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Finally, this SRB model provides ethical and practical guidelines for creating a more sustainable business ecosystem. It also tries to identify some of the challenges. Three of the greatest obstacles to implementing SRB are the lack of government support, the low capacity of businesses and the lack of proper multi-stakeholder collaboration.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Soon after, the then Labour Government commissioned the Stern Review on the economics of climate change, which helped to push climate change to the centre of the policy debate in the United Kingdom and many other OECD countries (Stern, 2007). The United Kingdom offered strong support for a global climate change agreement at the UNFCCC Conference of Parties in Copenhagen in 2009 (COP15) and Cancun in 2010 (COP16). In July 2010, the environment ministers of the United Kingdom, Germany and France published joint articles in three leading newspapers emphasising the economic benefits of unilaterally increasing the EU emission-reduction target for 1990 to 2020 from 20% to 30%, a proposal that is now official UK policy. The EU recently raised its emission-reduction target to 25%, although the legally binding 20% target has not been amended.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Achieving effective fisheries management and sustainable fisheries will require making progress in both areas. The management system can address the negative effects of certain subsidies (e.g. setting a total allowable catch and allocating individual transferable quotas limits overfishing and excessive capital investment), but only when it is effective, enforced and provides the right incentive to fishers to operate at an optimal level of capital investment and effort. Subsidies in turn can put pressure on the management system by giving incentives to increase desired effort above allowed levels, encouraging both IUU fishing and lobbying to increase allowed effort.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Uganda, Malawi and Haiti are good examples. In any case, a ‘successful’ Doha Round will need to factor in additional measures to compensate potential losers so as to ensure that it benefits a wide cross-section of the WTO membership. Perhaps an enhanced special and differential treatment (S&D) chapter could do this. It is important to recall that the decision to provide DFQF market access to LDCs and to cut cotton subsidies had already been made at the Hong Kong ministerial meeting six years earlier; only the implementation modalities needed to be worked out.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"These figures assume that families register for a place at a municipality-run kindergarten. However, some parents may prefer to use privately-run day care centres if they require longer hours or childcare outside of normal working hours, which are significantly more expensive. The Unemployment Insurance Fund is able to give a childcare allowance of up to €352 per month to those returning to work for the first three months, and then local authorities make a contribution towards the cost (in Tallinn, the municipal contribution is €150 per month).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This refers to the collection, transport, treatment, recovery and disposal of waste. Past waste management practices remain prevalent in Romania today and have led to a great number of non-compliant waste landfills and to the inappropriate disposal of large amounts of waste. Furthermore, due to fact that significant economic activities in the past were carried out without due consideration for their environmental impact, Romania has inherited a large number of contaminated sites which generate high levels of emissions into the air and water, causing excessive soil and landscape degradation in numerous cases.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"At the same time, it summarizes the achievements of SAICM and other initiatives in the area of international chemicals management. This has ensured broad participation and the presentation of different perspectives on issues, thereby enhancing the legitimacy of SAICM. To realise effective stakeholder participation, general awareness-raising is important; it provides motivation and tools to become active in the development and implementation of the policy framework. This was the case, for example, during ICCM4, where a strong interest group blocked progress towards the adoption of stringent actions on endocrine disrupting chemicals. Notably, intergovernmental organizations (UN-based and others), non-governmental organizations, and the chemical industry are fundamental participants.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Molson Centre, is a 20,000+seat capacity arena located in Montreal, Canada. In this facility the inactive building can be safely managed and monitored by two individuals. Monitoring the screen with the ability to occasionally dispatch the second individual to validate, verify or to address a situation should it arise. The integration of the systems includes access control, intrusion, surveillance, hold up alarms, elevators, fire alarm system, paging system, television displays throughout the building, emergency evacuation systems/address systems, ice surface management, voice, data and restaurant systems, beer dispensing systems, food storage and kitchen systems, parking systems, water leakage systems, electronic photoflash systems and systems for the hard of hearing or simultaneous translation. San Francisco Public Utilities Commission (SFPUC) Building engages a highly efficient exterior building enclosure with exterior sunshades for daylighting, glare management, and to minimize heat gain.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"But the recovery is not proceeding at the same speed everywhere. Growth in advanced economies remains subdued, with high unemployment in some countries and financial and economic stress in the euro area periphery. Growth in emerging economies has been more buoyant and began showing signs of overheating, specifically in Brazil, India and China, where inflationary pressures are emerging. Several countries (Korea, Japan, Israel, Switzerland, Brazil, Russia and South Africa) intervened in currency markets in 2010 to attempt to limit the appreciation of their currencies.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In this sense, qualifications certify and offer information on the type of knowledge and skills that graduates have acquired in formal education. Highly educated individuals are more socially engaged and have higher employment rates and higher relative earnings. Higher proficiency in literacy and numeracy is also strongly associated with higher levels of formal education (OECD, 2016m).","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Many of the region’s motor vehicles are used in cities, with increasing use accompanying urban population growth. Including both two- and four- wheeled motor vehicles, there are 10.7 million registered vehicles in Delhi, 9.7 million registered vehicles in Bangkok and 5.4 million registered vehicles in Chennai. Around the world, rising incomes are associated with increasing ownership of motor vehicles.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Comprising 11 board chairs and chief executive officers (CEOs) from a selection of private and multinational companies, it promotes the goal of 25 per cent women on private sector boards. Finally, MWA has worked with NGOs, such as Global Women or Diversity New Zealand, to increase leadership and governance capacity across a range of different industries in New Zealand. Instead of only addressing the deficiencies of women candidates, MWA focuses on broader societal and organisational change to foster encouraging environments for women to be able to realise these leadership goals. Mechanisms such as the New Zealand Census of Womens Participation or MWA’s annual Gender Stocktake are used to collect statistical data. New initiatives, such as the NZX Diversity Listing Rule, will be used to monitor private sector progress. Finally, commissioned research and additional publications (including from NGOs and other sources) are used to bolster the evidence base on women’s leadership.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"More generally, unemployment insurance programmes allow for smoothing the consumption patterns of job losers, while minimum wage regulations ensure that “fair” wages are paid to unskilled workers. Notably, they need to raise the target group’s awareness of the policy programmes and increasing their involvement (Section 4.1); establish programme selection criteria that allow to effectively reach the target group and support innovation activities (4.2); build the target group’s capabilities to undertake activities promoted by the programme (4.3); and build the expertise of public sector officials and experts deploying the programmes (4.4). Institutional barriers and ensuring adequate evaluation of policy impacts also need addressing.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Reduction commitments were completed in 2013, although commitments were finished on 96% of tariff lines in 2006. Members could decide which tariff lines were included in each list. New ASEAN members were given the same time period for tariff reduction as the ASEAN-6 with the starting point determined by the date of joining.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
These standards would need to align with the Good Teaching Framework. The ministry w'ill also have to define what is expected of teachers in their practice in the classroom and in the development of their professional know'ledge. The government needs to ensure that these programmes closely align and are consistent with the Good Teaching Framework and any national professional teaching standards. It also needs to ensure that these programmes deliver a high-quality and well-prepared teacher workforce.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This is a key responsibility of regional governments, which provide training, employment services and facilitate access to credit for youths. Average annual spending by regional governments on the promotion of employability, employment services and access to finance was ETB 1.1 billion between 2012/13 and 2016/17 (Figure 1.10); loans grew substantially towards the end of this period. It also supports informal social protection mechanisms and strengthens their linkages to the formal system.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Some Parties mention the possibility to use other inputs, “as technical basis [is] strengthened at the national and international level” (Independent Association for Latin America and the Caribbean, or AILAC) (ibid). Of the eleven submissions received, only Japan’s explicitly mentions that it would be “helpful to make use of the outcome generated through the monitoring and evaluation (M&E) framework for adaptation planning processes and actions, which each Party has engaged in”(ibid). Although there is no commonly agreed definition of what might constitute “adaptation efforts”, these could refer to the development and implementation of specific adaptation responses, or the resources invested in these development and implementation processes, as opposed to the results or outcomes achieved by adaptation responses. The monitoring component of national systems for adaptation monitoring and evaluation can provide information regarding the progress made with regards to i) the development and implementation of adaptation policies (monitoring processes) as well as ii) the financial or human resources allocated to developing and implementing these (monitoring inputs).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
